स्त्रियो,स्त्री
बैठे,बैठ
वेश्याओं,वेश्या
जोरों,जोर
खींचना,खींच
तारों,तारा
शोषितों,शोषित
गुजरा,गुजर
जोड़ना,जोड़
फैलाए,फैला
फिल्मों,फिल्म
पचड़े,पचडा
निर्णयों,निर्णय
खोजे,खोज
आउटलेटों,आउटलेट
भक्तों,भक्त
कार्यो,कार्य
मंत्रिगणों,मंत्रिगण
लगनी,लग
सकेगा,सक
बिखरे,बिखर
बढ़ा,बढा
गाड़ियां,गाड़ी
अपनाना,अपना
बिछुड़े,बिछुड
होंगी,हो
परेशानियों,परेशानी
बढ़ाई,बढा
न्यायालयों,न्यायालय
इतिहासविदों,इतिहासविद
मंत्रालयों,मंत्रालय
बदलकर,बदल
होनेवाली,हो
झटकों,झटका
मिल्स,मिल
रिफाइनरियों,रिफाइनरी
"१,०००",१०००
जुड़ने,जुड़
पशुओं,पशु
दीं,दे
बचते,बच
वेत्ताओं,वेत्ता
मंडलों,मंडल
धरी,धर
कड़ियों,कडी
"80,000",80000
"३२,०००",३२
महलों,महल
"३,२३,५६३",३२३५६३
टलने,टल
गेंदबाजों,गेंदबाज
स्कैनरों,स्कैनर
भटकाने,भटका
जाए,जा
बढ़कर,बढ़
गुजरती,गुजर
बताती,बता
आंकड़ों,आंकड़ा
जलाना,जला
बख्श्ते,बख्श
करवाएगी,करवा
ठहराए,ठहरा
पढ़ता,पढ
जाना,जा
भुगतना,भुगत
जागती,जाग
दंगों,दंगा
मेहराबें,मेहराब
मुहाजिरों,मुहाजीर
रचते,रच
कटने,कट
हमारी,हम
बे-लगाम,बेलगाम
सुइयों,सुई
एड़ी,एडी
मशीनें,मशीन
बरतें,बरत
उद्धधाटन,उद्घाटन
बन्द,बंद
डलवाने,डलवा
