स्त्रियो,स्त्री
प्रतिनिधियों,प्रतिनिधि
बोला,बोल
हटतीं,हट
सड़कें,सडक
रहती,रह
बेचती,बेच
बैठाने,बैठा
टेकने,टेक
लेती,ले
आत्माओं,आत्मा
रही,रही
तूफानों,तूफान
डालते,डाल
बचता,बच
वार्ताएं,वार्ता
परिधानों,परिधान
विकल्पों,विकल्प
लौटता,लौट
ऑपरेशंस,ऑपरेशन
होड़,होड
मित्रों,मित्र
तथ्यों,तथ्य
रटाई,रटा
"५०,६४१",५०६४१
चुकाए,चुका
साधने,साध
हमलावरों,हमलावर
टटोलें,टटोल
नौकरशाहों,नौकरशाह
पहुँचे,पहुँच
मिलाकर,मिला
रिपोर्टों,रिपोर्ट
पेड़,पेड
इंतज़ार,इंतजार
सहूलियतों,सहूलियत
हड़बड़ी,हडबडी
गर्मियों,गर्मी
मिलेगी,मिल
वार्ताकारों,वार्ताकार
पढ़ते,पढ
चयनकर्ताओं,चयनकर्ता
भगदड़,भगदड
प्रभारियों,प्रभारी
मंसूबों,मंसूबा
तालियां,ताली
हटाने,हटा
चाहेंगे,चाह
रखने,रख
बरपाना,बरपा
जानबूझकर,जानबूझ
रुकते,रुक
सहूलियतें,सहूलियत
नैय्या,नैया
दिलाई,दिला
तराशे,तराश
मचाएं,मचा
अटकाने,अटका
घिरा,घिर
मिलाते,मिला
चाहती,चाह
दिये,दे
पहुँचते,पहुँच
पाया,पा
आकर,आ
विद्रोहियों,विद्रोही
आभूषणों,आभूषण
अकादमियों,अकादमी
पड़ने,पड
लड़ने,लड़
दोहराने,दोहरा
पढ़कर,पढ़
आँकड़ें,आँकड़ा
मिलीं,मिल
मुद्दों,मुद्दा
तत्त्वों,तत्त्व
बचाया,बचा
उतरेंगे,उतर
बिहारवासियों,बिहारवासी
बनते,बन
नीतियों,नीति
मंज़ूरी,मंजूरी
कीजिए,कर
बिछाए,बिछा
हमको,हम
जीवों,जीव
गड़गड़ाहट,गडगडाहट
